Text,Sentiment,Positive
Sres. Mi unico tel¿fono personal es este no tengo mas numero por favor no llamar a numeros que no son mios,positivo,1
Ya les dije que me llamen a partir de quincena que estoy en esa dir,positivo,1
Mi dni es 45794295,positivo,1
Pero q cuota es eso,positivo,1
No tengo dinero.,positivo,1
"El numero 943294695 realizo una llamada, busca comunicarse contigo.",positivo,1
"os que migré a otro operador. Por favor no molesten, revisen su bas",positivo,1
Que si yo no debo 6000 ya les dije si quieren les pago 100 soles y nada mas,positivo,1
"El numero 930532674 realizo una llamada, busca comunicarse contigo.",positivo,1
Reitero que Vayan y cobrelo a carpio pero dejen de molestarme por favor vayan a su casa y dejen de molestar por favor tienen miedi de llamarlo llamenlo,positivo,1
"Buenas tardes, la deuda esta totalmente cancelada. De que vencimiento hablan. Actualicen vuestros datos.",positivo,1
El mi¿rcoles voy a pagar gracias,positivo,1
Si ningun agente tiene crédito deben arreglar eso da colera,positivo,1
Por favor dejen de molestar. Realicen bien su trabajo. Estoy al dia.,positivo,1
Kkk como k joakin,positivo,1
Llamo u llamo y nadie contesta para w dan números que nunca van a a,positivo,1
Que cuota si yo cancele,positivo,1
Cual es tu oferta,positivo,1
Que enserio ya pague todo,positivo,1
Ya pagué hace dias,positivo,1
Qyien es,positivo,1
Por que molestas no debo a nadie,positivo,1
ro lado quisiera saber cuantas cuotas me falta pagar. Gracias,positivo,1
Diga el apellido ,positivo,1
No puedo llamarte x que no se quién eres disculpe,positivo,1
Ya cancele no debo nada,positivo,1
Atte rene garcia,positivo,1
Dejen de mandarme mensaje hdp,positivo,1
No hay aqui estan ninguno esta serrado ayer e buscado yo soy cumplida cpn mis pagos,positivo,1
Disculpa pero x mi parte no tengo deuda,positivo,1
No boya pagar x cobrar enteres muy caro,positivo,1
"mi cuota mensual, estoy cumpliendo y me incomoda saber que me recuerden a cada momento como si no cumpliera.",positivo,1
Que raro que siga en mora,positivo,1
Voy a tomar cartas en el asunto y si sigue mandando mensajes,positivo,1
ya lo pagye en la mañana,positivo,1
Hola puedes llamarme,positivo,1
Sean educados,positivo,1
Como podria hacer eso,positivo,1
"Por favor re quiero una reprogramacion de mis cuotas, aun seguimos en cuarentena y ni trabajo",positivo,1
No contesta para compersar,positivo,1
Srta ya cancele,positivo,1
De más inf sobre la oferta  DNI 46265270,positivo,1
BUENOS DIAS,positivo,1
Ya cancele mi 1era cuota verifiquen,positivo,1
Señorita como puedo pagar con que codigo,positivo,1
"El numero 933340468 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Por favor...puedes verificar...YO YA CANCELE... GRACIAS,positivo,1
Yo no le debo nada a Movistar yo eh pagado por esos equipos y no tengo que devolver nada,positivo,1
Ya pagué tres letras,positivo,1
Ya se pago el dia de hoy.,positivo,1
Yo no debo a INTERBANK no moleste,positivo,1
ás bien por favor revisar mi préstamo fue a 18 cuotas yo guíe el m,positivo,1
"Buenas tardes, pueden recoger en el distrito de Comas, donde actual",positivo,1
No Gracias,positivo,1
De que incumplimiento  hablas,positivo,1
estafadores monses,positivo,1
Quién es ud,positivo,1
Sr. Porque cuando se solicito la baja de la línea no especificaron,positivo,1
Ya pague el sabado buenas tardes,positivo,1
e esta cancelado mi crédito,positivo,1
Quien manda el mensaje ???,positivo,1
No tengo para pagar ,positivo,1
Ok%20ahora%20me%20Comunico%20,positivo,1
No entiendo de que cuota se refieren si me pudieran explicar porfavor ,positivo,1
No quiero reprogramación,positivo,1
Ya pague el 23,positivo,1
Cuanto esta,positivo,1
n pagare hasta el otro mes,positivo,1
Buenas Tardes,positivo,1
Porque me envían estos tipos de mensaje a este numero ??,positivo,1
No pueden cortar si nadie esta trabajando,positivo,1
"El numero 965869627 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Me queda una,positivo,1
"Buenas tardes, señorita ya cancelé hoy",positivo,1
"El numero 957519434 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya lo pagu? hoy a las 12.00 pm,positivo,1
"El numero 918333985 realizo una llamada, busca comunicarse contigo.",positivo,1
Asi no me digas,positivo,1
Ya. Cancele. Estiamdo,positivo,1
Otra ves ya pague,positivo,1
?????????? no gracias procedan con su juicio !!,positivo,1
Digame,positivo,1
Que contrato ,positivo,1
dejen de.molestar,positivo,1
ya he cancelado,positivo,1
dolfo Ponce Farfan.,positivo,1
Q no tengo cuenta,positivo,1
Ya les dije ustedes me describen la deuda ojo no el monto! Y hablamos a mi no me vana decir que solo compraron la deuda y no tienen la descripcion,positivo,1
No sabía de donde es esto,positivo,1
"El numero 956638101 quiere comunicarse contigo, si deseas llamalo.",positivo,1
De deuda me hablan,positivo,1
Dejen de joder no debo a nadie mierda,positivo,1
???? No tengo ninguna deuda con ustedes,positivo,1
"Buenos dias, le saluda Edgardo Vega, no se si sera por este medio la coordinacion, el equipo para su devolucion se encuentra en el Jr. Jose Carlos Maria",positivo,1
"Por favor no molestar, no tengo ningún contrato. Soy jubilada.",positivo,1
No tengo plata ya converse. On mi analista pero no me da nada de solucion,positivo,1
Puedo renovar mi equipo,positivo,1
no tengo deuda con este banco,positivo,1
Srta estoy pagando el lunes sin falta,positivo,1
Verificar bien x favor,positivo,1
Ahora no tengo,positivo,1
De lo cual ya pague el mes de agosto,positivo,1
Hola buenas tardes disculpe pero yo no tengo ninguna deuda con la derrama magisterial yo lo cancele todo le agradeceria que no me envie mensajes Muchas gracias,positivo,1
"ORQUE NO TENGO DEUDA CON UDS. DE QUE CUOTA ME HABLAN, SI NO CESAN E",positivo,1
"me avisas , para que tenconuniques conmigo este es mi numero , gracias",positivo,1
Por favor no joder,positivo,1
Capital?,positivo,1
No por la pandemia,positivo,1
Cual es el total de mi crédito?,positivo,1
los intimo a uds. A no efectuar cualquier tipo de comunicación con,positivo,1
"El numero 994575675 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Quien es Alipio?,positivo,1
"Buenas tardes, los equipos ya fueron entregaron el día sábado",positivo,1
El miercoles es torres,positivo,1
se pago hasta setiembre,positivo,1
Quien es Manuel???,positivo,1
Por favor visar,positivo,1
Pirfavor,positivo,1
Si pago,positivo,1
A la 1:09 cancelé la cuota vencida.,positivo,1
Vns tardes. . sy cliente de Entel. Y les comunico q ya. Pagu¿ hy . A las 11.15 mas o menos mi. Mensualidad.. de . Numero .. 948262889.. verifiquen x,positivo,1
Ya cancele  no se preocupe ,positivo,1
El sabado me toca pagar,positivo,1
"El numero 955864971 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 983940744 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya reconchas de su madre estoy pagando o no,positivo,1
Buenas tardes le escribe la sra luz robles el motivo de no haber ido a pagar es por salud Pero porfavor el dia jueves ire a pagar del dia sabado q paso y,positivo,1
"Buenos dias, Quien eres?",positivo,1
No estoy en Lima me encuentro en lagunas viviendo,positivo,1
"Me descuentan por planilla , no debo estoy al dia",positivo,1
Q abucivos,positivo,1
No quiero pagr pues,positivo,1
"El numero 966902168 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya se cancelo. Reviven bien.,positivo,1
ESTOY MISION INPOSIBLE DISCULPAME,positivo,1
En bcp,positivo,1
Tu numero de cuenta,positivo,1
Buenas%20tardes%20le%20estaré%20%20%20dando%20el%20pago%20el%2020%20de%20octubre%20%20disculpe%20..,positivo,1
No me sigan enviando mensajes porq yo no tengo ninguna deuda,positivo,1
No me molesten por favos atte juan machuca,positivo,1
"Por favor no me esta presionando, no debo tanta dinero.",positivo,1
No debo a nadie,positivo,1
"El numero 968913210 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Yono debo a nadie,positivo,1
Hoy vamos a mega plaza o vas a kerer mas a tu dinero q ami,positivo,1
Dejen de joder yo no les debo nada,positivo,1
"Ya no es mío, lo vendí",positivo,1
"El numero 997249391 realizo una llamada, busca comunicarse contigo.",positivo,1
No tengo plata no tengo trabajó,positivo,1
Pagalo por k yo no tengo plata,positivo,1
Quien eres aaaa,positivo,1
Informacion%20,positivo,1
Por favor no deseo nada,positivo,1
Q prestamo y de cuanti y como es la taza de interes,positivo,1
"Indicar de qué deuda hablan, remitir monto y detalle",positivo,1
No tengo deuda con ustedes por favor,positivo,1
Yo se q vas a bajar mas,positivo,1
"Ya no debo , si desean integrenme a un whatsap para explicarles con pruebas de que ya estoy libre de deuda...GRACIAS",positivo,1
Informe porfa,positivo,1
Hola!,positivo,1
der%20trabajar%20en%20cuando%20salga%20me%20pondre%20al%20dia%20en%20mis%20deudas%20grasias%20por%20la%20comprenciom,positivo,1
No puedo pagar,positivo,1
De k deuda m escriben m podria hacer saber,positivo,1
Xque me envían si no debo nada,positivo,1
Ya hice el pago hoy,positivo,1
Andense a la miarda q joden yo no teng ninguna deuda dejn d escribir a mi numero,positivo,1
Quien es Juan?,positivo,1
Xfab ya cancele no enbie MSJ,positivo,1
El dia lunes estare cancelando por motivi de k no hay sistema en el lugar donde vivi,positivo,1
Desde cuando no se hace el pago correspondiente,positivo,1
ya pague,positivo,1
Q cuenta ago el depósito,positivo,1
Que no es gracias,positivo,1
ya se pago hoy,positivo,1
Yo.no.te.dedo.y no.moleste,positivo,1
Favor de no joder,positivo,1
Sobre qu¿ tema disculpe,positivo,1
Disculpa creo que tu mensaje esta equivocado,positivo,1
Por favor llamen,positivo,1
Cancele ayer 3 en un kasnet,positivo,1
sera q eres ratero,positivo,1
"Por el momento no, gracias",positivo,1
"Srs buenos dias , les estoy debiendo del mes de agosto , pueden esperarse unos dias , acaso uds son ajenos a la situacion actual que vivimos la gran mayo",positivo,1
Por favor como puedo pagar,positivo,1
Me dijeron para pagar en partes,positivo,1
Psra su conocimiento. Ya hice el pago el dia de ayer,positivo,1
Respeten el cronograma,positivo,1
Me pueda dar información,positivo,1
Tas loco chico,positivo,1
Cancelo,positivo,1
Identifiquese,positivo,1
Me puedes decir tu nombre,positivo,1
"El numero 985541399 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Quisiera saber los beneficios por fa,positivo,1
Cuando me regresen a mi cronograma original cancelare xq no les daré el gusto se pagar 4 cuotas mas abusivps,positivo,1
En vez de mandar mensajes porque no llaman,positivo,1
Rosa es Claro ahora.,positivo,1
"Ya deposite 1112,1",positivo,1
"El numero 962810729 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya lo liquide la semana pasada,positivo,1
Cuanto es la cuota,positivo,1
quien seras algun estafador seguro,positivo,1
Si yo pago 2820 nada mas,positivo,1
"El numero 950811577 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Dejen de molestar ineptos,positivo,1
Ya pagueee,positivo,1
OK GRACIAS,positivo,1
"Quién eres, disculpa?  ",positivo,1
Quiero salirme,positivo,1
Mañana%20mismo,positivo,1
No molestar por favor ,positivo,1
Los equipos se quedaron en la casa donde alquilaba yo estoy en provincia,positivo,1
Cuanto ya ps voy pagar ,positivo,1
Sinverguenzas yo no debo averiguen bien.,positivo,1
"El numero 951869521 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Carajo dejen d fregar,positivo,1
"Que ridiculos, acaso estoy huyendo",positivo,1
Le informo q el señor Adrian Loli Rosales con DNI 33327121 fallecio tal como informe a mibanco,positivo,1
987 092 157,positivo,1
No jadan... Si ya estoy en rojo.. M,positivo,1
Por que no verifican en lugar de poner incoherencias.,positivo,1
"Buenas tardes, disculpen hice un pequeño abono la semana pasada, la proxima semsna depositaré algo mas. Gracias",positivo,1
No quiero gracias,positivo,1
Disculpe pero ya pague ,positivo,1
No tengo deuda con Scotiabank ya que solicite anulacion de tarjeta. No tengo respuesta del Banco.,positivo,1
"Y quien carajo son, si yo no tengo deuda con nadie",positivo,1
Yo hablé con la señorita que me llamo ,positivo,1
Yo pago los diez de cada mes,positivo,1
Srta yo no debo natura,positivo,1
Buen dia...presente mi solicitud...con el sr velazco,positivo,1
cada 20 min se me va el Internet la señal es pésima y cuando se las llama nunca nos podemos comunicar con un técnico.,positivo,1
Q deuda habla,positivo,1
"El numero 939711078 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Señores Grupo Fe/Campo Fe, por el momento estoy sin trabajo pero para la quincena de Setiembre si le pagsre si  o  si. Gracias. ",positivo,1
Nunca contestan y de que debo.?,positivo,1
ya anteriormente me hicieron la misma promesa pagar 1700 y no debía,positivo,1
Buenos días  hoy día  voy a cancelar  mi cuota  gracias ,positivo,1
Si ya se mi cronograma ,positivo,1
MAñana iré a pagar,positivo,1
No llamo a números desconocidos identificate,positivo,1
"Por favor recién me van a pagar fin de mes, ahi lo voy a depositar, gracias.",positivo,1
Xk lo saben,positivo,1
Estimado he enviado 3 veces ya y hasta ahora no tengo la respuesta ,positivo,1
No jodan yo no pedo nada,positivo,1
"El numero 994223021 realizo una llamada, busca comunicarse contigo.",positivo,1
Quiero devolverlos,positivo,1
Buenos dias ya lo e cancelado ayer,positivo,1
Quien es jenner no manden mensaje a este numero,positivo,1
Te puedo depositar a ti 200 soles y que quede así no más,positivo,1
Quien es Efrain aaaa,positivo,1
Los equipos están Gracias para que los recojan Gracias,positivo,1
Ya pague una letra,positivo,1
De pasaron asi no es encima cobran mas ahora me acercare a la oficina,positivo,1
Yo no devo nada dejen de estar molestando,positivo,1
BS tardes los decos estan en disposicion de hace tiempo... Estoy en mi domicilio para el recogo correspondiente,positivo,1
Y pague justamente con la app del bcp,positivo,1
Ya me tienes won con estos mensajes espero tu notificacion de embrago para enviarte a la mierda rctm,positivo,1
de donde sacan esa deuda sres si uds me suspenden la tarjeta con una deuda minima asi que ni piensen que les voy a pagar esa cantidad,positivo,1
Ni tarjeta cencosud tengo,positivo,1
Llameme al 991594896,positivo,1
Hoy lo cancelo,positivo,1
"El numero 921973211 realizo una llamada, busca comunicarse contigo.",positivo,1
DEJEN DE HACER PERDER TIEMPO A LA GENTE ESTAFADORES.,positivo,1
Asi ...kien kiera k sea ....no joda,positivo,1
Con quien desea comunicarse x favor,positivo,1
Yaaaaa,positivo,1
Porque me envian esto si no debo,positivo,1
Me atrase x lo que estube mal con el covid pero ya me recupere y estoy trabajando desde el 14 de setiembre le informe a una señorita de acceso que me lla,positivo,1
n mas no boy a poder a pagar estoy sin trabajo,positivo,1
Metanlo preso por conchudo,positivo,1
Yo ya no le debo al continental,positivo,1
Por favor necesito hablar con alguien q pueda asesorarme porque el,positivo,1
Ya page en la mañana,positivo,1
X favor ya pague ya no molesten,positivo,1
Ya lo  lo cancele estoy esperando la carta de no adeudado,positivo,1
Señores  cencosud ya cancelé el dia 03 del pte. Vean bien si sistema,positivo,1
Ya page graciaa,positivo,1
No llamen,positivo,1
Mñn los espero!!! Es algo que debio ser recogido hace 6 meses!!,positivo,1
Por favor NO ACOCEN Es ilegal el hacer tantas llamadas Ahora todos estamos pasando una situacion muy critica y complicada economica y emocional Por,positivo,1
D q cuota me dice,positivo,1
Hoy 2 cuotas adelantadas,positivo,1
Ya pagueer,positivo,1
Yo no tengo deudas ni nada de eso,positivo,1
"El numero 988866671 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya cancele ayer en la tarde,positivo,1
Holaa podria llamarme,positivo,1
cuando%20los%20recojeno%20comuniquence%20conmigo.,positivo,1
Se puede entregar en una oficina de Movistar de Chiclayo?? Porque ya no estoy en Lima,positivo,1
No pueden hacer eso,positivo,1
Mas informacion,positivo,1
A nombre de quien es esa cuota,positivo,1
Buenas tardes de q deuda es esto??,positivo,1
"El numero 965898388 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Okey mañana stoy cancelando x favor,positivo,1
Y este numero de celular a quien corresponde...?,positivo,1
Tu quieres robar mi dinero no tu piensas que no me doy cuenta,positivo,1
Ya trate de comunicarme pero nunca me contestan,positivo,1
Me podria dar mas explicacion,positivo,1
"No tengo tarjetas para que lo vulnere, por la weba es...",positivo,1
conste que el. carro.solo.lo.tuve un mes.en mi poder,positivo,1
El lunes sin falta voy a a pagar por favor recién estoy trabajando por fabor,positivo,1
Eso es acoso,positivo,1
Yo no tengo ningun saldo pendiente de pago por favor verifique,positivo,1
"Este numero nunca contesta, deseo obtener facilidades para pagar, por favor necesito un numero que si conteste o que me llame directamente un analista de",positivo,1
Ya le dije que gracias pero no cuento con ese monto,positivo,1
x favor me puedes enviar mi nuevo cronograma de pagos,positivo,1
Ya propuse mi situacion cuanto pagar y no quieren,positivo,1
Que ya la pagué,positivo,1
Hoy por la mañana page,positivo,1
deja de estar mandando mensaje a mi foto ctm,positivo,1
Yodo el total de mi deuda,positivo,1
Carajo estoy emfermo,positivo,1
Bueno yo ya cancele y estoy q les llamo y nunca contestan me podrian brindar un teléfono pero q si contesten,positivo,1
Ya pagu¿ ok,positivo,1
Ya se la fecha k pago,positivo,1
Ya no debo,positivo,1
Cuál equipos,positivo,1
Ya hice mi pago en agente bcp,positivo,1
"El numero 982009266 realizo una llamada, busca comunicarse contigo.",positivo,1
Mañana lo cancelo,positivo,1
"El numero 956998119 realizo una llamada, busca comunicarse contigo.",positivo,1
No debo nada,positivo,1
No entiendo su mensaje ...no tengo deuda con ustedes..,positivo,1
Muy buenas tardes ya cancelé,positivo,1
Buenas tardes me puede facilitar una copia del cronograma de pagos... por eso surge estos retrasos,positivo,1
Carajo dejen de mandarme estos mensajes,positivo,1
Les agradesco su comprension,positivo,1
Y pago de que debería de hacer ,positivo,1
"Yo no estoy trababando no puedo pagar, soy de jaén ,y no salgo de mi casa,no tengo con que pagar",positivo,1
Habl¿ con mi analista por qu¿ reci¿n he comenzado a trabajar,positivo,1
"Ok,Ok gracias si le voy a pagar por favor espéreme un poquito",positivo,1
"Buenos dias, no entiendo su mensaje a quien va dirigido, yo no tengo ningun problema por deudas, no me vuelvan a enviar mensajes. Mayra Morales.",positivo,1
yo no debo en tu entidad.,positivo,1
Quien es usted de k deuda me abla,positivo,1
"Yo he pagado, debo la cuota de este mes",positivo,1
Ya lo pague como hace 2 semanas,positivo,1
Ya dejen de fastidiar con esos mensajes😤😡😠,positivo,1
Oe csm por que ps me reprograman mi credito csm si ya estoy pagando,positivo,1
Ya lo pagué,positivo,1
Podría ser más exacto gracias,positivo,1
O de repente no han procesado mis pagos que realice,positivo,1
Murio%20de%20covid%20,positivo,1
Estoy llamando a acceso y no me responden cuánto es el monto que ad,positivo,1
Solo me queda que aun no esta en compromiso de remate ni denuncia,positivo,1
"El numero 956693608 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Cuanto seria lo minimo y pagando el minimo ,puedo acceder a un prestamo personal?",positivo,1
Como sabes que me llamo Dennis,positivo,1
"hola , negociación de que?",positivo,1
el.cel.es ostigar soy yo la q deven de llamar solo mandan mensaje yo he llamado pero nadie atiende .pagare esta maldita deuda q me tiene estrezada pero n,positivo,1
porfavor no sigan molestando porque sino procedere,positivo,1
Vean en el sistema estoi al dia com. Mis pagos,positivo,1
ayer pagué??,positivo,1
"Amplie el plazo, no hay dinero por ahora",positivo,1
Supongo que ya habras cortado mi linea de teléfono y de internet que no los necesito.,positivo,1
Achuaman@kobsa.com.pe,positivo,1
Buenas tarde no e completado todabia.. No estoy trabajando... Espereme x favor todabia no se acaba el mes are todo lo posible x pagar,positivo,1
Segun usted cual es mi deuda y a nombre de quien sale,positivo,1
A 15 adelantare,positivo,1
Porfavor la emergencia aun no termina soy vulberable ,positivo,1
No sabia de ke tenia ke pagar esa cuota yo estado pagando puntual mis cuotas xkeeeee no me habian dicho xkeeeee ke fomeee. Ke no me habian informado nada,positivo,1
Señores ya cancelé por qué siguen enviando mensajes,positivo,1
"Dime de qué cobran ese adefecio cartón coma tarjeta no genera nada,a mi padre le asaltaron en momento de ese banco de usureros ,esa nota hace tiempo",positivo,1
Como???!!!!!!!,positivo,1
No%20gracias,positivo,1
Por favor quisiera saber que significan esas iniciales,positivo,1
No sé preocupe de aca cancelo,positivo,1
Si jefa lo llamo estoy en chequeo medico,positivo,1
Ok.gracias.,positivo,1
De que esta hablando ,positivo,1
a cuarentena yo no me niego,positivo,1
Buenos días.,positivo,1
Quierescq te llamame,positivo,1
Cuanto seria,positivo,1
Ummmm aprobacion de que?????,positivo,1
Para cancelar hoy,positivo,1
"El numero 983661993 quiere comunicarse contigo, si deseas llamalo.",positivo,1
ara poder conversar gracias,positivo,1
Ya pagué mrd,positivo,1
es demandar mensajes o estar llamando a cada rato ya me queje en la tienda pero ay me sicen no aparece del dia 20 nose de donde sacan ustedes y acada rat,positivo,1
Nadie responde??,positivo,1
seoen mi auto particular que antes lo taxiaba para pagar las cuotas,positivo,1
No quiero ningún seguro de ningún tipo mi dinero está destinado para mis nietos,positivo,1
SRTA. BUENS TRDES YO NO DEBO NADA ... ME LLAMA LA ATENCIÓN STE MSJ,positivo,1
Ya lo page ayer en un agente,positivo,1
"Buenos dias, por favor se que estoy muy atrasada, me gustaria pagar un mes .... cuanto seria y como realizo el pago",positivo,1
Estafadores no voy a pagar ni mierda ok,positivo,1
Ya pague.,positivo,1
Mandan productos usurpando el nombre de otros,positivo,1
De que es,positivo,1
Buenas tardes el viernes le canselo el resto por favor gracias,positivo,1
Buen dia por favor ya no me mande esto mensaje ya he pago toda la deuda,positivo,1
"El numero 950490448 quiere comunicarse contigo, si deseas llamalo.",positivo,1
El mañana o el miercoles estaria abonando la diferencia,positivo,1
"Que equipos de Movistar,sea especifico",positivo,1
El día de ayer,positivo,1
Quien eres para llamarte,positivo,1
A qué se refiere? Yo sigo trabajando con movistar,positivo,1
Gracias por su comprension,positivo,1
Y dejen de molestar,positivo,1
997953401,positivo,1
Bcp no acepta estoy pagando,positivo,1
Justo estoy yéndome a pagar 💪🏻,positivo,1
"mo personas de lo ajeno timan a la gente, por favor no insistir que ni caso le voy hacer, percibo que son estafadores.",positivo,1
SARIO QUE ESTEN GASTANDO SUS LLAMADAS INTERRUMPIENDO INCLUSO EL DICTADO DE CLASE...,positivo,1
29,positivo,1
Está en el sistema de los pacientes con covid 19,positivo,1
De qué?,positivo,1
Buenas días de que cuota me habla yo ya cancele todo mi deuda .....,positivo,1
"El numero 966147823 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 945808601 quiere comunicarse contigo, si deseas llamalo.",positivo,1
r solicitaba una reprogramación de las cuotas a partir de Enero.,positivo,1
"Dejen de molestar por que me insisten en cmr es la,peor experiencia,que tenido no pasa,nada mil veces prefiero movistar..",positivo,1
Buenas tardes el día viernes estaré cancelando lo restante .,positivo,1
Me lo han mansado de nuevo hoy dia a las 9:17a.m.,positivo,1
De cuanto es el prestamo,positivo,1
"El numero 951855821 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Favor no enviar sms,positivo,1
Puede llamar al 963720184,positivo,1
X favor dejar de molestar ya les di el numero de la sra elizabeth llamenla a ella misma,positivo,1
Quien eres y de que se trsta la urgencia .... creo que hay error,positivo,1
Q m puede ser riesgo tengo invertido mucho dinero ahi y x poco q les debo m amenazan,positivo,1
ladrones de claro,positivo,1
En La Tarde Voy A Ir A Pagar,positivo,1
quién es el dueño de este numero y no jodan,positivo,1
A quien llamo tantos numeros,positivo,1
Esta cerrado en chincha,positivo,1
Saludos a la familia,positivo,1
CON QUIEN HABLO,positivo,1
Ya page desde el 26 de agosto a las 11:19 :02,positivo,1
Ya pague todo s/1957,positivo,1
Y q cosa quieres q haga fuera de aca Ami con estafadores estoy prision carajo haber muéstrame tu beneficio ya apunte tu numero vamos haber quien eres apu,positivo,1
No voy a pagar mierdas,positivo,1
Ola kiciera una cuenta para aser un deposito x k esto lejos un favor ,positivo,1
Las cuotas son los 13,positivo,1
Si Page ase una semana,positivo,1
No tengo ninguna deuda,positivo,1
"Mañana lo estaré haciendo... Espero su comprension... Recuerden que estamos pasando un tiempo dificil, no creo que me cobren 5 soles de multa por un dia",positivo,1
Como Es No Entiendo,positivo,1
Amigo ya  cancele las 4 cuotas dos ultimas y dos atrasadas.,positivo,1
Donde recoger,positivo,1
Ya lo pague ¿l dia viernes,positivo,1
Q carajo deuda,positivo,1
Ya cancelé cuota el dia 23 de setiembre del 2020,positivo,1
Q les pasa x q me mandan msjs..no tengo deuda .con ese banco están,positivo,1
"El numero 916436928 realizo una llamada, busca comunicarse contigo.",positivo,1
Disculpe pero yo ya termine de pagar todo,positivo,1
Quien dice q yo le debo al gallo mas gallo Me vas probar q yo le debo Ya dejen de estar jodiendo Carajo,positivo,1
Vayan a estafar a otro lado,positivo,1
Quien eres ah,positivo,1
itar procedimientos legales de mi parte.,positivo,1
Ya pague el día sabado,positivo,1
q m suban las letras gracias,positivo,1
Uds me dijieron que iban a venir asta hoy día no vienen,positivo,1
"El numero 972672365 realizo una llamada, busca comunicarse contigo.",positivo,1
Disculpa cuantas cuotas faltan. Por he ido ha pagar y no aparece cuotas,positivo,1
Ustedes ven su interés yo priorizo mi salud y de mi familia nadies ,positivo,1
Mes febrero,positivo,1
Que solo un simple mensaje..al menos una canasta..que mal..,positivo,1
10 am pasa que mi pago me llegó hoy resien 5.4 dela tarde al banco,positivo,1
Vayanse a la m dejenme descansar carajo,positivo,1
xk no contestas para enseñarle el vaucher y no molesten,positivo,1
No le tengo deudas con ustedes,positivo,1
Me llamaron q irian,positivo,1
Yo no tengo ninguna deuda con AVON.. asi que porfavor no frieguen.,positivo,1
Buenas tardes envie nuevamente mis documentos para lo del préstamo quisiera saber si recepciono los documentos,positivo,1
Por que mierda molestas a la gente te vas al diablo,positivo,1
"Si todos los meses me descuentan, no entiendo porque estoy debiendo",positivo,1
Embargame todo lo que tu quieres so ...,positivo,1
Estoy sin trabajo y delicada de salud reprogramacion para otra fecha porfavor,positivo,1
Se supone k las moras y penalidades estan exonerados,positivo,1
Que miedo. Parece estafa,positivo,1
Ademas me encuentro de viaje no estoy por el momento en viru..gracias,positivo,1
Ys pague,positivo,1
Dejen de enviarme esos mensajes porque yo no tengo ningún convenio,positivo,1
QUE EQUIPOS,positivo,1
Por favor me tienen que esperar que me recupere yo mando lo que tengo,positivo,1
Especificate que contrato.,positivo,1
Este numero es de picholon,positivo,1
No revisan su estado de cuenta??? ,positivo,1
En que idioma les digo que ya pagué la semana pasada,positivo,1
"El numero 999638279 realizo una llamada, busca comunicarse contigo.",positivo,1
Pero el estado ha extendido la cuarentena y no puedo cumplir. Seria para el proximo mes  estoy en situacion critica  no hay dinero quiero q entiendan tod,positivo,1
de pago,positivo,1
Por que me molestan si yo no debo,positivo,1
"No entiendo, no es justo no creen ????",positivo,1
En estos dias estaba enferma por eso no puede pagar,positivo,1
Es falso son rateros,positivo,1
?? No debo nada,positivo,1
X favor dejen de enviarme mensaje,positivo,1
Ya Page ayer,positivo,1
ok gracias,positivo,1
Buenas noches señores yo estoy conciente de mi atraso .el 30 de juni me intervino la sutran me retubo placas y licencia hasta ahora no soluciono mi probl,positivo,1
Que recibo?,positivo,1
"No estoy interesado, deje de enviar mensajes, es un acoso.",positivo,1
Señores de sullana yo estoy puntual en mis pagos. Mi siguiente cuota es o vence el 04 de octubre. Gracias.,positivo,1
"El numero 984544952 realizo una llamada, busca comunicarse contigo.",positivo,1
Sres de Efectiva le estoy comunicando x este medio he ido a pagar y me estan cobrando interes yo no tengo dinero ni tengo trabajo para pagar interes.,positivo,1
Ya cancele toda,positivo,1
Si claro que me acuerdo,positivo,1
Hola buen dia de cuanto es la cuota disculpe,positivo,1
Hola? Con quien deseas hablar?? Se esta confundiendo,positivo,1
Buenas tardes soy la srta. Anghy Venegas y este número telefónico m,positivo,1
De parte de quién?,positivo,1
Tengo el comprobante,positivo,1
Vayan a joder a otro número no jodan pues. Equivocado ya me tienen,positivo,1
A que equipos se refiere,positivo,1
Aun no tengo plata disponible,positivo,1
Hola buenos dias aun no me llega el codigo para el bono,positivo,1
"Desde el 25, me están solicitando, que no me olvidé del pago",positivo,1
172 ?? Maria ??,positivo,1
8427 sobre este tema o deuda,positivo,1
Si ya lo sé no me envien en msm a cada rato x fa,positivo,1
